STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP_in,SNOW_in,SNWD_in,PRCP_mm,Snow_mm,SNWD_mm,TMAX_F,TMIN_F,TOBS_F
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/29/15,,,0.34,2.3,2,8.636,58.42,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/30/15,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,12/31/15,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/1/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/2/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/4/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/5/16,,,0.03,0,0,0.762,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/6/16,,,2.4,3.2,3,60.96,81.28,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/10/16,,,0.02,0,15,0.508,0,381,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/11/16,,,0,0,12,0,0,304.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/12/16,,,0,0,10,0,0,254,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/13/16,,,0,0,8,0,0,203.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/14/16,,,0,0,8,0,0,203.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/15/16,,,0,0,8,0,0,203.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/16/16,,,0,0,7,0,0,177.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/17/16,,,0,0,6,0,0,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/18/16,,,0,0,6,0,0,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/19/16,,,0,0,6,0,0,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/20/16,,,0.22,0,5,5.588,0,127,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/21/16,,,0,0,4,0,0,101.6,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/22/16,,,0,0,3,0,0,76.2,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/23/16,,,0,0,2,0,0,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/24/16,,,0,0,1,0,0,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/25/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/26/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/27/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,1/31/16,,,0.02,0,0,0.508,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/1/16,,,1.6,0.3,0,40.64,7.62,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/18/16,,,0.3,0,0,7.62,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/19/16,,,0.03,0,0,0.762,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,2/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/6/16,,,0.03,0,0,0.762,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/7/16,,,0.77,0,0,19.558,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/8/16,,,1.03,6.3,6,26.162,160.02,152.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/9/16,,,0,0,2,0,0,50.8,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/12/16,,,0.75,0.5,1,19.05,12.7,25.4,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,3/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/8/16,,,0.12,0,0,3.048,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/9/16,,,0.55,0,0,13.97,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/10/16,,,0.32,0,0,8.128,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/11/16,,,0.55,0,0,13.97,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/12/16,,,0.04,0,0,1.016,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/26/16,,,0.19,0.3,0,4.826,7.62,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/28/16,,,0.05,0,0,1.27,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/29/16,,,0.15,0,0,3.81,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,4/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/1/16,,,0.01,0,0,0.254,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/2/16,,,0.27,0,0,6.858,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/6/16,,,0.03,0,0,0.762,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/7/16,,,0.67,0,0,17.018,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/8/16,,,0.33,0,0,8.382,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/14/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/15/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/18/16,,,0.01,0,0,0.254,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,5/31/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/14/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/15/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/16/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/25/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/26/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/27/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/28/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/29/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,6/30/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/1/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/2/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/3/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/4/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/5/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/6/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/7/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/8/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/9/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/10/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/11/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/12/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/13/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/14/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/15/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/16/16,,,0,0,,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/17/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/18/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/19/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/20/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/21/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/22/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/23/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/24/16,,,0,0,0,0,0,0,,,
US1CARV0002,"IDYLLWILD 1.8 NW, CA US",33.7631,-116.735,1927.9,7/25/16,,,0,0,0,0,0,0,,,
